,Description,Source,Quantity,Invoice Count,UnitPrice,TopPrice
7486,MIDNIGHT BLUE VINTAGE EARRINGS,Website,9.0,6,3.75,True
7487,MIDNIGHT GLAMOUR SCARF KNITTING KIT,Amazon,86.0,22,2.14,True
7488,MIDNIGHT GLAMOUR SCARF KNITTING KIT,Emag,83.0,18,1.93,True
7489,MIDNIGHT GLAMOUR SCARF KNITTING KIT,Offline,66.0,19,1.79,True
7490,MIDNIGHT GLAMOUR SCARF KNITTING KIT,Website,86.0,27,1.81,True
7491,MILK BOTTLE WITH GLASS STOPPER ,Amazon,6.0,4,6.95,True
7492,MILK BOTTLE WITH GLASS STOPPER ,Emag,2.0,2,10.69,True
7493,MILK BOTTLE WITH GLASS STOPPER ,Offline,12.0,5,6.95,True
7494,MILK BOTTLE WITH GLASS STOPPER ,Website,10.0,6,8.2,True
7495,MILK MAIDS MUG ,Amazon,60.0,8,1.65,False
7496,MILK MAIDS MUG ,Emag,37.0,8,2.27,True
7497,MILK MAIDS MUG ,Offline,57.0,14,2.18,True
7498,MILK MAIDS MUG ,Website,45.0,8,2.58,True
7499,MILK PAN BLUE POLKADOT,Amazon,34.0,19,3.86,True
7500,MILK PAN BLUE POLKADOT,Emag,41.0,22,3.93,True
7501,MILK PAN BLUE POLKADOT,Offline,69.0,25,3.41,True
7502,MILK PAN BLUE POLKADOT,Website,48.0,16,3.68,True
7503,MILK PAN PINK POLKADOT,Amazon,14.0,9,5.02,True
7504,MILK PAN PINK POLKADOT,Emag,16.0,12,6.24,True
7505,MILK PAN PINK POLKADOT,Offline,4.0,6,5.66,True
7506,MILK PAN PINK POLKADOT,Website,31.0,12,5.03,True
7507,MILK PAN RED RETROSPOT,Amazon,75.0,34,4.69,False
7508,MILK PAN RED RETROSPOT,Emag,99.0,37,4.92,True
7509,MILK PAN RED RETROSPOT,Offline,124.0,37,3.89,True
7510,MILK PAN RED RETROSPOT,Website,104.0,40,4.31,True
7511,MINI  ZINC GARDEN DECORATIONS ,Amazon,83.0,12,1.1,True
7512,MINI  ZINC GARDEN DECORATIONS ,Emag,130.0,10,0.86,True
7513,MINI  ZINC GARDEN DECORATIONS ,Offline,516.0,4,0.43,True
7514,MINI  ZINC GARDEN DECORATIONS ,Website,111.0,9,0.54,True
7515,MINI CAKE STAND  HANGING STRAWBERY,Amazon,362.0,68,2.18,False
7516,MINI CAKE STAND  HANGING STRAWBERY,Emag,332.0,56,2.25,True
7517,MINI CAKE STAND  HANGING STRAWBERY,Offline,286.0,54,1.88,True
7518,MINI CAKE STAND  HANGING STRAWBERY,Website,379.0,56,1.88,True
7519,MINI CAKE STAND T-LIGHT HOLDER,Amazon,682.0,44,0.65,True
7520,MINI CAKE STAND T-LIGHT HOLDER,Emag,444.0,30,0.6,True
7521,MINI CAKE STAND T-LIGHT HOLDER,Offline,440.0,40,0.64,True
7522,MINI CAKE STAND T-LIGHT HOLDER,Website,285.0,34,0.64,True
7523,MINI CAKE STAND WITH HANGING CAKES,Amazon,263.0,54,1.57,True
7524,MINI CAKE STAND WITH HANGING CAKES,Emag,386.0,43,1.68,False
7525,MINI CAKE STAND WITH HANGING CAKES,Offline,290.0,56,1.84,True
7526,MINI CAKE STAND WITH HANGING CAKES,Website,353.0,53,1.88,True
7527,MINI FUNKY DESIGN TAPES,Amazon,493.0,25,0.97,True
7528,MINI FUNKY DESIGN TAPES,Emag,374.0,22,0.79,True
7529,MINI FUNKY DESIGN TAPES,Offline,231.0,25,0.86,True
7530,MINI FUNKY DESIGN TAPES,Website,198.0,22,0.8,True
7531,MINI HIGHLIGHTER PENS,Amazon,120.0,1,0.12,True
7532,MINI HIGHLIGHTER PENS,Emag,120.0,1,0.12,True
7533,MINI HIGHLIGHTER PENS,Offline,120.0,1,0.12,True
7534,MINI HIGHLIGHTER PENS,Website,480.0,1,0.12,True
7535,MINI JIGSAW BAKE A CAKE ,Amazon,115.0,11,0.52,True
7536,MINI JIGSAW BAKE A CAKE ,Emag,475.0,23,0.48,True
7537,MINI JIGSAW BAKE A CAKE ,Offline,328.0,13,0.54,True
7538,MINI JIGSAW BAKE A CAKE ,Website,537.0,10,0.45,True
7539,MINI JIGSAW BUNNIES,Amazon,282.0,15,0.6,False
7540,MINI JIGSAW BUNNIES,Emag,538.0,24,0.58,True
7541,MINI JIGSAW BUNNIES,Offline,130.0,13,0.45,True
7542,MINI JIGSAW BUNNIES,Website,192.0,25,0.58,True
7543,MINI JIGSAW CIRCUS PARADE ,Amazon,961.0,24,0.52,True
7544,MINI JIGSAW CIRCUS PARADE ,Emag,264.0,13,0.52,True
7545,MINI JIGSAW CIRCUS PARADE ,Offline,716.0,21,0.57,True
7546,MINI JIGSAW CIRCUS PARADE ,Website,577.0,35,0.5,True
7547,MINI JIGSAW DINOSAUR ,Amazon,194.0,20,0.66,True
7548,MINI JIGSAW DINOSAUR ,Emag,211.0,30,0.66,True
7549,MINI JIGSAW DINOSAUR ,Offline,278.0,28,0.53,True
7550,MINI JIGSAW DINOSAUR ,Website,124.0,25,0.68,True
7551,MINI JIGSAW DOLLY GIRL,Amazon,797.0,31,0.56,True
7552,MINI JIGSAW DOLLY GIRL,Emag,758.0,36,0.58,True
7553,MINI JIGSAW DOLLY GIRL,Offline,848.0,40,0.58,True
7554,MINI JIGSAW DOLLY GIRL,Website,518.0,34,0.51,True
7555,MINI JIGSAW GO TO THE FAIR,Amazon,89.0,13,0.55,True
7556,MINI JIGSAW GO TO THE FAIR,Emag,50.0,3,0.48,True
7557,MINI JIGSAW GO TO THE FAIR,Offline,178.0,20,0.58,True
7558,MINI JIGSAW GO TO THE FAIR,Website,86.0,5,0.51,True
7559,MINI JIGSAW LEAP FROG,Amazon,55.0,8,0.62,True
7560,MINI JIGSAW LEAP FROG,Emag,118.0,12,0.52,True
7561,MINI JIGSAW LEAP FROG,Offline,323.0,9,0.52,True
7562,MINI JIGSAW LEAP FROG,Website,8.0,7,0.6,True
7563,MINI JIGSAW PURDEY,Amazon,400.0,21,0.5,True
7564,MINI JIGSAW PURDEY,Emag,616.0,24,0.57,False
7565,MINI JIGSAW PURDEY,Offline,879.0,24,0.51,True
7566,MINI JIGSAW PURDEY,Website,208.0,19,0.55,True
7567,MINI JIGSAW SPACEBOY,Amazon,1348.0,45,0.54,True
7568,MINI JIGSAW SPACEBOY,Emag,830.0,40,0.52,True
7569,MINI JIGSAW SPACEBOY,Offline,775.0,43,0.54,True
7570,MINI JIGSAW SPACEBOY,Website,1525.0,52,0.51,True
7571,MINI LADLE LOVE HEART PINK,Amazon,122.0,40,0.67,False
7572,MINI LADLE LOVE HEART PINK,Emag,105.0,35,0.64,True
7573,MINI LADLE LOVE HEART PINK,Offline,174.0,43,0.62,True
7574,MINI LADLE LOVE HEART PINK,Website,128.0,49,0.73,True
7575,MINI LADLE LOVE HEART RED ,Amazon,435.0,39,0.62,True
7576,MINI LADLE LOVE HEART RED ,Emag,116.0,31,0.67,False
7577,MINI LADLE LOVE HEART RED ,Offline,198.0,53,0.63,True
7578,MINI LADLE LOVE HEART RED ,Website,117.0,32,0.65,True
7579,MINI LIGHTS WOODLAND MUSHROOMS,Amazon,533.0,74,4.63,True
7580,MINI LIGHTS WOODLAND MUSHROOMS,Emag,528.0,61,4.03,True
7581,MINI LIGHTS WOODLAND MUSHROOMS,Offline,371.0,37,4.23,True
7582,MINI LIGHTS WOODLAND MUSHROOMS,Website,349.0,51,4.6,True
7583,MINI PAINT SET VINTAGE ,Amazon,8487.0,100,0.76,False
7584,MINI PAINT SET VINTAGE ,Emag,4869.0,95,0.83,False
7585,MINI PAINT SET VINTAGE ,Offline,6168.0,90,0.72,True
7586,MINI PAINT SET VINTAGE ,Website,6913.0,105,0.81,True
7587,MINI PAINTED GARDEN DECORATION ,Amazon,528.0,21,0.47,True
7588,MINI PAINTED GARDEN DECORATION ,Emag,1113.0,28,0.55,True
7589,MINI PAINTED GARDEN DECORATION ,Offline,398.0,19,0.5,True
7590,MINI PAINTED GARDEN DECORATION ,Website,437.0,14,0.53,True
7591,MINI PLAYING CARDS BUFFALO BILL ,Amazon,583.0,40,0.47,True
7592,MINI PLAYING CARDS BUFFALO BILL ,Emag,120.0,19,0.44,False
7593,MINI PLAYING CARDS BUFFALO BILL ,Offline,861.0,28,0.49,True
7594,MINI PLAYING CARDS BUFFALO BILL ,Website,1320.0,42,0.48,True
7595,MINI PLAYING CARDS DOLLY GIRL ,Amazon,669.0,24,0.45,True
7596,MINI PLAYING CARDS DOLLY GIRL ,Emag,566.0,38,0.46,True
7597,MINI PLAYING CARDS DOLLY GIRL ,Offline,601.0,36,0.47,True
7598,MINI PLAYING CARDS DOLLY GIRL ,Website,793.0,35,0.48,True
7599,MINI PLAYING CARDS FUN FAIR ,Amazon,744.0,22,0.45,False
7600,MINI PLAYING CARDS FUN FAIR ,Emag,100.0,11,0.41,True
7601,MINI PLAYING CARDS FUN FAIR ,Offline,145.0,19,0.51,True
7602,MINI PLAYING CARDS FUN FAIR ,Website,76.0,16,0.55,True
7603,MINI PLAYING CARDS GYMKHANA,Amazon,499.0,32,0.5,True
7604,MINI PLAYING CARDS GYMKHANA,Emag,516.0,48,0.52,False
7605,MINI PLAYING CARDS GYMKHANA,Offline,436.0,30,0.49,True
7606,MINI PLAYING CARDS GYMKHANA,Website,1071.0,16,0.45,True
7607,MINI PLAYING CARDS SPACEBOY ,Amazon,817.0,42,0.46,True
7608,MINI PLAYING CARDS SPACEBOY ,Emag,426.0,41,0.47,True
7609,MINI PLAYING CARDS SPACEBOY ,Offline,348.0,36,0.48,True
7610,MINI PLAYING CARDS SPACEBOY ,Website,1156.0,37,0.44,True
7611,MINI WOODEN HAPPY BIRTHDAY GARLAND,Amazon,315.0,46,2.32,True
7612,MINI WOODEN HAPPY BIRTHDAY GARLAND,Emag,883.0,61,2.21,True
7613,MINI WOODEN HAPPY BIRTHDAY GARLAND,Offline,280.0,65,2.53,True
7614,MINI WOODEN HAPPY BIRTHDAY GARLAND,Website,312.0,60,2.35,True
7615,MINIATURE ANTIQUE ROSE HOOK IVORY,Amazon,549.0,71,0.92,False
7616,MINIATURE ANTIQUE ROSE HOOK IVORY,Emag,565.0,71,0.95,True
7617,MINIATURE ANTIQUE ROSE HOOK IVORY,Offline,432.0,61,0.88,True
7618,MINIATURE ANTIQUE ROSE HOOK IVORY,Website,537.0,57,0.89,True
7619,MINITURE ANTIQUE ROSE HOOK IVORY,Amazon,24.0,2,0.85,True
7620,MINITURE ANTIQUE ROSE HOOK IVORY,Emag,12.0,1,0.85,True
7621,MINITURE ANTIQUE ROSE HOOK IVORY,Offline,12.0,1,0.85,True
7622,MINT DINER CLOCK,Website,2.0,1,8.5,True
7623,MINT DINER WALL CLOCK,Amazon,105.0,46,8.48,True
7624,MINT DINER WALL CLOCK,Emag,97.0,41,8.9,True
7625,MINT DINER WALL CLOCK,Offline,122.0,45,8.82,True
7626,MINT DINER WALL CLOCK,Website,48.0,33,9.24,True
7627,MINT GREEN ROSE TOWEL,Amazon,29.0,18,3.68,True
7628,MINT GREEN ROSE TOWEL,Emag,61.0,25,3.58,True
7629,MINT GREEN ROSE TOWEL,Offline,51.0,24,3.65,True
7630,MINT GREEN ROSE TOWEL,Website,55.0,19,3.67,True
7631,MINT KITCHEN SCALES,Amazon,161.0,80,9.41,True
7632,MINT KITCHEN SCALES,Emag,220.0,104,9.59,True
7633,MINT KITCHEN SCALES,Offline,269.0,106,8.9,True
7634,MINT KITCHEN SCALES,Website,198.0,89,9.4,True
7635,MIRROR CORNICE,Amazon,28.0,20,15.66,False
7636,MIRROR CORNICE,Emag,25.0,20,17.08,True
7637,MIRROR CORNICE,Offline,26.0,16,16.59,True
7638,MIRROR CORNICE,Website,11.0,10,14.95,True
7639,MIRROR LOVE BIRD T-LIGHT HOLDER,Amazon,87.0,6,4.6,False
7640,MIRROR LOVE BIRD T-LIGHT HOLDER,Emag,37.0,2,2.5,True
7641,MIRROR LOVE BIRD T-LIGHT HOLDER,Offline,18.0,4,4.05,True
7642,MIRROR LOVE BIRD T-LIGHT HOLDER,Website,2.0,1,3.75,True
7643,MIRROR MOSAIC CANDLE PLATE,Amazon,49.0,15,1.55,True
7644,MIRROR MOSAIC CANDLE PLATE,Emag,149.0,14,1.54,True
7645,MIRROR MOSAIC CANDLE PLATE,Offline,53.0,14,1.62,True
7646,MIRROR MOSAIC CANDLE PLATE,Website,37.0,16,1.61,True
7647,MIRROR MOSAIC GOBLET CANDLE HOLDER,Amazon,-224.0,4,3.36,False
7648,MIRROR MOSAIC GOBLET CANDLE HOLDER,Emag,266.0,11,3.88,True
7649,MIRROR MOSAIC GOBLET CANDLE HOLDER,Offline,11.0,6,4.14,True
7650,MIRROR MOSAIC GOBLET CANDLE HOLDER,Website,281.0,13,3.93,True
7651,MIRROR MOSAIC HURRICANE LAMP ,Amazon,35.0,13,4.83,True
7652,MIRROR MOSAIC HURRICANE LAMP ,Emag,21.0,12,5.21,True
7653,MIRROR MOSAIC HURRICANE LAMP ,Offline,31.0,12,5.22,True
7654,MIRROR MOSAIC HURRICANE LAMP ,Website,141.0,12,5.11,True
7655,MIRROR MOSAIC T-LIGHT HOLDER ,Amazon,763.0,8,1.9,True
7656,MIRROR MOSAIC T-LIGHT HOLDER ,Emag,738.0,5,1.73,True
7657,MIRROR MOSAIC T-LIGHT HOLDER ,Offline,-692.0,8,1.9,True
7658,MIRROR MOSAIC T-LIGHT HOLDER ,Website,93.0,11,2.28,True
7659,MIRROR MOSAIC T-LIGHT HOLDER ROUND,Amazon,478.0,5,1.66,True
7660,MIRROR MOSAIC T-LIGHT HOLDER ROUND,Emag,85.0,4,2.01,True
7661,MIRROR MOSAIC T-LIGHT HOLDER ROUND,Offline,164.0,12,2.0,True
7662,MIRROR MOSAIC T-LIGHT HOLDER ROUND,Website,51.0,10,2.14,True
7663,MIRROR MOSAIC VOTIVE HOLDER,Amazon,-108.0,13,2.17,True
7664,MIRROR MOSAIC VOTIVE HOLDER,Emag,621.0,20,2.21,True
7665,MIRROR MOSAIC VOTIVE HOLDER,Offline,478.0,21,2.25,True
7666,MIRROR MOSAIC VOTIVE HOLDER,Website,123.0,16,2.32,True
7667,MIRRORED DISCO BALL ,Amazon,123.0,28,5.68,False
7668,MIRRORED DISCO BALL ,Emag,88.0,38,5.87,True
7669,MIRRORED DISCO BALL ,Offline,232.0,40,5.78,True
7670,MIRRORED DISCO BALL ,Website,166.0,38,5.82,True
7671,MIRRORED DOVE WALL DECORATION,Amazon,12.0,4,2.61,False
7672,MIRRORED DOVE WALL DECORATION,Emag,34.0,7,2.4,True
7673,MIRRORED DOVE WALL DECORATION,Offline,32.0,6,3.45,True
7674,MIRRORED DOVE WALL DECORATION,Website,38.0,8,2.36,True
7675,MIRRORED WALL ART FOXY,Amazon,2.0,1,1.65,True
7676,MIRRORED WALL ART FOXY,Emag,9.0,4,7.06,False
7677,MIRRORED WALL ART FOXY,Offline,4.0,3,3.22,True
7678,MIRRORED WALL ART FOXY,Website,1.0,1,12.46,True
7679,MIRRORED WALL ART GENTS,Amazon,38.0,14,2.35,True
7680,MIRRORED WALL ART GENTS,Emag,78.0,8,2.04,True
7681,MIRRORED WALL ART GENTS,Offline,28.0,11,1.9,True
7682,MIRRORED WALL ART GENTS,Website,27.0,10,2.44,True
7683,MIRRORED WALL ART LADIES,Amazon,33.0,10,1.77,True
7684,MIRRORED WALL ART LADIES,Emag,43.0,8,0.75,True
7685,MIRRORED WALL ART LADIES,Offline,83.0,13,1.22,True
7686,MIRRORED WALL ART LADIES,Website,5.0,3,0.75,True
7687,MIRRORED WALL ART PHOTO FRAMES,Amazon,29.0,13,5.76,True
7688,MIRRORED WALL ART PHOTO FRAMES,Emag,22.0,12,5.71,True
7689,MIRRORED WALL ART PHOTO FRAMES,Offline,14.0,9,6.19,True
7690,MIRRORED WALL ART PHOTO FRAMES,Website,24.0,13,5.98,True
7691,MIRRORED WALL ART POPPIES,Amazon,39.0,9,2.55,True
7692,MIRRORED WALL ART POPPIES,Emag,91.0,12,1.35,True
7693,MIRRORED WALL ART POPPIES,Offline,82.0,8,1.8,True
7694,MIRRORED WALL ART POPPIES,Website,75.0,9,0.95,True
7695,MIRRORED WALL ART SKULLS,Amazon,72.0,11,1.48,True
7696,MIRRORED WALL ART SKULLS,Emag,101.0,16,3.68,True
7697,MIRRORED WALL ART SKULLS,Offline,42.0,11,1.93,True
7698,MIRRORED WALL ART SKULLS,Website,89.0,8,1.56,True
7699,MIRRORED WALL ART SNOWFLAKES,Amazon,109.0,12,0.75,True
7700,MIRRORED WALL ART SNOWFLAKES,Emag,77.0,8,0.75,True
7701,MIRRORED WALL ART SNOWFLAKES,Offline,137.0,14,1.11,True
7702,MIRRORED WALL ART SNOWFLAKES,Website,177.0,14,0.75,True
7703,MIRRORED WALL ART SPLODGES,Amazon,16.0,4,4.44,True
7704,MIRRORED WALL ART SPLODGES,Emag,18.0,3,2.08,False
7705,MIRRORED WALL ART SPLODGES,Offline,62.0,7,1.61,True
7706,MIRRORED WALL ART SPLODGES,Website,5.0,2,2.5,True
7707,MIRRORED WALL ART STARS,Amazon,134.0,17,2.03,True
7708,MIRRORED WALL ART STARS,Emag,77.0,13,1.87,False
7709,MIRRORED WALL ART STARS,Offline,77.0,13,2.09,True
7710,MIRRORED WALL ART STARS,Website,75.0,11,1.87,True
7711,MIRRORED WALL ART TABLE LAMP,Amazon,12.0,6,1.98,True
7712,MIRRORED WALL ART TABLE LAMP,Emag,29.0,8,1.4,False
7713,MIRRORED WALL ART TABLE LAMP,Offline,22.0,12,2.24,True
7714,MIRRORED WALL ART TABLE LAMP,Website,12.0,7,2.19,True
7715,MISELTOE HEART WREATH ,Amazon,8.0,1,4.15,True
7716,MISELTOE HEART WREATH ,Emag,12.0,1,4.15,True
7717,MISELTOE HEART WREATH ,Offline,8.0,1,4.15,True
7718,MISELTOE HEART WREATH ,Website,52.0,2,3.95,True
7719,MISELTOE HEART WREATH CREAM,Amazon,240.0,1,4.15,True
7720,MISELTOE HEART WREATH WHITE,Emag,12.0,1,4.15,True
7721,MISELTOE HEART WREATH WHITE,Offline,66.0,3,4.02,True
7722,MISTLETOE HEART WREATH CREAM,Amazon,117.0,29,4.14,True
7723,MISTLETOE HEART WREATH CREAM,Emag,284.0,39,4.13,True
7724,MISTLETOE HEART WREATH CREAM,Offline,80.0,22,4.53,True
7725,MISTLETOE HEART WREATH CREAM,Website,138.0,24,4.13,True
7726,MISTLETOE HEART WREATH GREEN,Amazon,286.0,57,4.58,True
7727,MISTLETOE HEART WREATH GREEN,Emag,142.0,41,4.76,True
7728,MISTLETOE HEART WREATH GREEN,Offline,245.0,40,4.43,True
7729,MISTLETOE HEART WREATH GREEN,Website,200.0,43,4.33,True
7730,MIXED NUTS LIGHT GREEN BOWL,Amazon,233.0,22,0.89,True
7731,MIXED NUTS LIGHT GREEN BOWL,Emag,76.0,17,0.89,False
7732,MIXED NUTS LIGHT GREEN BOWL,Offline,147.0,15,0.67,True
7733,MIXED NUTS LIGHT GREEN BOWL,Website,112.0,14,0.84,True
7734,MOBILE VINTAGE HEARTS ,Amazon,55.0,27,5.32,True
7735,MOBILE VINTAGE HEARTS ,Emag,57.0,28,5.08,True
7736,MOBILE VINTAGE HEARTS ,Offline,62.0,24,5.24,True
7737,MOBILE VINTAGE HEARTS ,Website,63.0,21,4.57,True
7738,MOCK LOBSTER FRIDGE MAGNET,Amazon,57.0,10,1.15,False
7739,MOCK LOBSTER FRIDGE MAGNET,Emag,123.0,12,0.85,True
7740,MOCK LOBSTER FRIDGE MAGNET,Offline,37.0,9,1.13,True
7741,MOCK LOBSTER FRIDGE MAGNET,Website,79.0,14,1.14,True
7742,MODERN FLORAL STATIONERY SET,Amazon,482.0,100,1.98,False
7743,MODERN FLORAL STATIONERY SET,Emag,382.0,101,1.95,True
7744,MODERN FLORAL STATIONERY SET,Offline,440.0,95,2.03,True
7745,MODERN FLORAL STATIONERY SET,Website,363.0,80,1.99,True
7746,MODERN VINTAGE COTTON SHOPPING BAG,Amazon,12.0,5,1.85,True
7747,MODERN VINTAGE COTTON SHOPPING BAG,Emag,3.0,1,0.79,True
7748,MODERN VINTAGE COTTON SHOPPING BAG,Website,7.0,2,1.67,True
7749,MONEY BOX BISCUITS DESIGN,Amazon,50.0,14,1.51,True
7750,MONEY BOX BISCUITS DESIGN,Emag,50.0,16,1.56,True
7751,MONEY BOX BISCUITS DESIGN,Offline,75.0,16,1.48,True
7752,MONEY BOX BISCUITS DESIGN,Website,52.0,12,1.45,True
7753,MONEY BOX CONFECTIONERY DESIGN,Amazon,58.0,10,1.41,True
7754,MONEY BOX CONFECTIONERY DESIGN,Emag,38.0,5,0.91,True
7755,MONEY BOX CONFECTIONERY DESIGN,Offline,22.0,9,1.65,True
7756,MONEY BOX CONFECTIONERY DESIGN,Website,28.0,6,1.86,True
7757,MONEY BOX FIRST ADE DESIGN,Amazon,18.0,5,1.25,False
7758,MONEY BOX FIRST ADE DESIGN,Emag,1.0,1,1.25,True
7759,MONEY BOX FIRST ADE DESIGN,Offline,30.0,6,1.25,True
7760,MONEY BOX FIRST ADE DESIGN,Website,2.0,2,1.25,True
7761,MONEY BOX FIRST AID DESIGN,Amazon,2.0,2,1.25,True
7762,MONEY BOX FIRST AID DESIGN,Emag,20.0,4,1.64,False
7763,MONEY BOX FIRST AID DESIGN,Offline,12.0,1,0.39,True
7764,MONEY BOX FIRST AID DESIGN,Website,10.0,4,1.25,True
7765,MONEY BOX HOUSEKEEPING DESIGN,Amazon,91.0,18,1.56,True
7766,MONEY BOX HOUSEKEEPING DESIGN,Emag,49.0,11,1.2,True
7767,MONEY BOX HOUSEKEEPING DESIGN,Offline,66.0,12,1.41,True
7768,MONEY BOX HOUSEKEEPING DESIGN,Website,31.0,17,1.41,True
7769,MONEY BOX KINGS CHOICE DESIGN,Amazon,79.0,19,1.43,True
7770,MONEY BOX KINGS CHOICE DESIGN,Emag,124.0,26,1.4,False
7771,MONEY BOX KINGS CHOICE DESIGN,Offline,100.0,23,1.56,True
7772,MONEY BOX KINGS CHOICE DESIGN,Website,42.0,17,1.7,True
7773,MONEY BOX POCKET MONEY DESIGN,Amazon,95.0,20,1.4,True
7774,MONEY BOX POCKET MONEY DESIGN,Emag,66.0,16,1.53,True
7775,MONEY BOX POCKET MONEY DESIGN,Offline,101.0,16,1.5,True
7776,MONEY BOX POCKET MONEY DESIGN,Website,111.0,21,1.3,True
7777,MONSTERS STENCIL CRAFT,Amazon,502.0,59,1.45,True
7778,MONSTERS STENCIL CRAFT,Emag,382.0,53,1.31,True
7779,MONSTERS STENCIL CRAFT,Offline,240.0,54,1.36,True
7780,MONSTERS STENCIL CRAFT,Website,297.0,51,1.32,True
7781,MONTANA DIAMOND CLUSTER EARRINGS,Emag,1.0,1,2.96,True
7782,MONTANA DIAMOND CLUSTER EARRINGS,Offline,0.0,2,2.76,True
7783,MONTANA DIAMOND CLUSTER EARRINGS,Website,7.0,2,2.72,True
7784,MONTANA DIAMOND CLUSTER NECKLACE,Amazon,1.0,1,9.57,True
7785,MONTANA DIAMOND CLUSTER NECKLACE,Offline,3.0,2,9.26,True
7786,MOODY BOY  DOOR HANGER ,Amazon,263.0,38,0.95,True
7787,MOODY BOY  DOOR HANGER ,Emag,218.0,26,1.24,True
7788,MOODY BOY  DOOR HANGER ,Offline,186.0,30,1.12,True
7789,MOODY BOY  DOOR HANGER ,Website,460.0,31,0.84,True
7790,MOODY GIRL DOOR HANGER ,Amazon,390.0,45,1.05,True
7791,MOODY GIRL DOOR HANGER ,Emag,525.0,51,0.85,True
7792,MOODY GIRL DOOR HANGER ,Offline,330.0,43,0.99,True
7793,MOODY GIRL DOOR HANGER ,Website,205.0,41,0.95,True
7794,MOP PENDANT SHELL NECKLACE,Amazon,3.0,1,4.95,True
7795,MOP PENDANT SHELL NECKLACE,Offline,4.0,1,4.95,True
7796,MOP PENDANT SHELL NECKLACE,Website,3.0,2,5.02,True
7797,MORE BUTTER METAL SIGN ,Amazon,167.0,43,1.45,True
7798,MORE BUTTER METAL SIGN ,Emag,223.0,40,1.32,True
7799,MORE BUTTER METAL SIGN ,Offline,135.0,40,1.46,True
7800,MORE BUTTER METAL SIGN ,Website,236.0,38,1.39,True
7801,MOROCCAN BEATEN METAL DISH,Amazon,-1.0,2,9.95,True
7802,MOROCCAN BEATEN METAL DISH,Emag,8.0,3,9.95,True
7803,MOROCCAN BEATEN METAL DISH,Offline,1.0,1,20.79,True
7804,MOROCCAN BEATEN METAL DISH,Website,4.0,1,9.95,True
7805,MOROCCAN BEATEN METAL DISH LARGE,Amazon,2.0,2,12.75,True
7806,MOROCCAN BEATEN METAL DISH LARGE,Offline,7.0,3,12.75,True
7807,MOROCCAN BEATEN METAL DISH LARGE,Website,3.0,3,17.0,True
7808,MOROCCAN BEATEN METAL MIRROR,Amazon,1.0,1,24.96,True
7809,MOROCCAN BEATEN METAL MIRROR,Emag,3.0,3,24.96,True
7810,MOROCCAN BEATEN METAL MIRROR,Offline,6.0,3,16.82,True
7811,MOROCCAN BEATEN METAL MIRROR,Website,9.0,6,9.82,True
7812,MOROCCAN TEA GLASS,Amazon,716.0,28,0.94,True
7813,MOROCCAN TEA GLASS,Emag,645.0,26,0.98,False
7814,MOROCCAN TEA GLASS,Offline,1382.0,41,1.06,True
7815,MOROCCAN TEA GLASS,Website,1434.0,36,1.0,True
7816,MOTHER'S KITCHEN SPOON REST ,Amazon,46.0,22,5.25,True
7817,MOTHER'S KITCHEN SPOON REST ,Emag,48.0,19,5.12,True
7818,MOTHER'S KITCHEN SPOON REST ,Offline,67.0,25,4.94,True
7819,MOTHER'S KITCHEN SPOON REST ,Website,57.0,22,4.09,True
7820,MOTORING TISSUE BOX,Amazon,415.0,45,0.62,False
7821,MOTORING TISSUE BOX,Emag,731.0,51,0.65,True
7822,MOTORING TISSUE BOX,Offline,315.0,37,0.59,True
7823,MOTORING TISSUE BOX,Website,362.0,35,0.52,True
7824,MOUSE TOY WITH PINK T-SHIRT,Amazon,85.0,39,3.89,True
7825,MOUSE TOY WITH PINK T-SHIRT,Emag,86.0,42,3.85,False
7826,MOUSE TOY WITH PINK T-SHIRT,Offline,114.0,46,3.84,True
7827,MOUSE TOY WITH PINK T-SHIRT,Website,105.0,41,3.87,True
7828,MOUSEY LONG LEGS SOFT TOY,Amazon,37.0,13,2.9,True
7829,MOUSEY LONG LEGS SOFT TOY,Emag,29.0,12,2.71,True
7830,MOUSEY LONG LEGS SOFT TOY,Offline,26.0,13,3.3,True
7831,MOUSEY LONG LEGS SOFT TOY,Website,5.0,3,3.39,True
7832,MR ROBOT SOFT TOY,Amazon,32.0,10,6.92,False
7833,MR ROBOT SOFT TOY,Emag,56.0,14,6.72,False
7834,MR ROBOT SOFT TOY,Offline,79.0,14,4.81,True
7835,MR ROBOT SOFT TOY,Website,45.0,7,4.81,True
7836,MRS ROBOT SOFT TOY,Amazon,25.0,7,5.52,False
7837,MRS ROBOT SOFT TOY,Emag,32.0,9,4.73,True
7838,MRS ROBOT SOFT TOY,Offline,41.0,7,4.81,True
7839,MRS ROBOT SOFT TOY,Website,44.0,6,3.62,True
7840,MULTI COLOUR SILVER T-LIGHT HOLDER,Amazon,2882.0,99,0.92,True
7841,MULTI COLOUR SILVER T-LIGHT HOLDER,Emag,2896.0,98,0.97,True
7842,MULTI COLOUR SILVER T-LIGHT HOLDER,Offline,2265.0,87,0.97,True
7843,MULTI COLOUR SILVER T-LIGHT HOLDER,Website,2411.0,88,1.04,True
7844,MULTI HEARTS  STICKERS,Amazon,67.0,11,1.0,True
7845,MULTI HEARTS  STICKERS,Emag,47.0,9,0.85,True
